trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
172,False,"{'a': 0.82621873408202595, 'e': 0.82621873408202595}",20,0,-52.16688634384624,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
173,False,"{'a': 0.82432005784329054, 'e': 0.82432005784329054}",25,0,-78.08998264219889,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
174,False,"{'a': 0.82241327362000061, 'e': 0.82241327362000061}",20,7,-40.222954167405135,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 1}",1
175,False,"{'a': 0.82049842908166259, 'e': 0.82049842908166259}",20,0,-57.620439837148965,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
176,False,"{'a': 0.81857557209929011, 'e': 0.81857557209929011}",25,19,-0.5069871958640708,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.81664475074420761, 'e': 0.81664475074420761}",20,0,-47.92709538198455,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
178,False,"{'a': 0.81470601328684844, 'e': 0.81470601328684844}",30,0,-151.42112893569274,"{0: 17, 1: 2, 2: 8, 3: 2, 4: 1}",0
179,False,"{'a': 0.81275940819554804, 'e': 0.81275940819554804}",25,0,-84.92453812472947,"{0: 15, 1: 4, 2: 4, 3: 2, 4: 0}",0
180,False,"{'a': 0.8108049841353322, 'e': 0.8108049841353322}",25,0,-15.41514799885908,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
181,False,"{'a': 0.80884278996670078, 'e': 0.80884278996670078}",20,0,-101.01625713317836,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
182,False,"{'a': 0.80687287474440583, 'e': 0.80687287474440583}",30,0,-164.45836279108096,"{0: 21, 1: 3, 2: 1, 3: 2, 4: 3}",0
183,False,"{'a': 0.80489528771622498, 'e': 0.80489528771622498}",25,7,-131.12579177618866,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 3}",1
184,False,"{'a': 0.80291007832173134, 'e': 0.80291007832173134}",30,0,-125.80917553083891,"{0: 18, 1: 1, 2: 10, 3: 0, 4: 1}",0
185,False,"{'a': 0.80091729619105623, 'e': 0.80091729619105623}",20,0,-96.86260123647708,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
186,False,"{'a': 0.79891699114364911, 'e': 0.79891699114364911}",20,0,-94.7100809177714,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
187,False,"{'a': 0.7969092131870319, 'e': 0.7969092131870319}",20,0,-120.17984127572763,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
188,False,"{'a': 0.79489401251554903, 'e': 0.79489401251554903}",20,0,-38.85812843033109,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
189,False,"{'a': 0.79287143950911243, 'e': 0.79287143950911243}",25,0,-41.41893451968629,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
190,False,"{'a': 0.79084154473194168, 'e': 0.79084154473194168}",25,0,-95.57607280578414,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
191,False,"{'a': 0.78880437893130073, 'e': 0.78880437893130073}",20,0,-64.74526134380412,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
192,False,"{'a': 0.78675999303622834, 'e': 0.78675999303622834}",20,6,-94.40617143872213,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 2}",1
193,False,"{'a': 0.78470843815626545, 'e': 0.78470843815626545}",25,13,4.898020021431238,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
194,False,"{'a': 0.78264976558017718, 'e': 0.78264976558017718}",20,0,-58.32428905572163,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
195,False,"{'a': 0.78058402677467065, 'e': 0.78058402677467065}",25,19,-31.891083561641466,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
196,False,"{'a': 0.77851127338310866, 'e': 0.77851127338310866}",25,0,-80.8967646375661,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
197,False,"{'a': 0.77643155722421775, 'e': 0.77643155722421775}",25,10,-38.97338809351117,"{0: 11, 1: 1, 2: 1, 3: 2, 4: 0}",1
198,False,"{'a': 0.77434493029079376, 'e': 0.77434493029079376}",35,0,-84.22333787969596,"{0: 25, 1: 0, 2: 9, 3: 1, 4: 0}",0
199,False,"{'a': 0.77225144474840124, 'e': 0.77225144474840124}",20,0,-71.90190497600543,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
200,False,"{'a': 0.77015115293406988, 'e': 0.77015115293406988}",20,16,8.504148981816702,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.76804410735498529, 'e': 0.76804410735498529}",30,4,-154.5980691750945,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 3}",1
202,False,"{'a': 0.76593036068717768, 'e': 0.76593036068717768}",20,0,-150.92827383632823,"{0: 10, 1: 0, 2: 8, 3: 0, 4: 2}",0
203,False,"{'a': 0.76380996577420335, 'e': 0.76380996577420335}",20,0,-180.75623569348923,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 4}",0
204,False,"{'a': 0.76168297562582477, 'e': 0.76168297562582477}",20,0,-38.03767714616251,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
205,False,"{'a': 0.75954944341668496, 'e': 0.75954944341668496}",20,0,-81.23362271746473,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",0
206,False,"{'a': 0.75740942248497767, 'e': 0.75740942248497767}",30,0,-139.944838354925,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
207,False,"{'a': 0.75526296633111523, 'e': 0.75526296633111523}",30,0,-43.695225150626015,"{0: 22, 1: 2, 2: 6, 3: 0, 4: 0}",0
208,False,"{'a': 0.75311012861638926, 'e': 0.75311012861638926}",20,0,-52.242986805093935,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
209,False,"{'a': 0.75095096316163068, 'e': 0.75095096316163068}",35,21,-5.047645752855353,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
210,False,"{'a': 0.74878552394586351, 'e': 0.74878552394586351}",25,0,-73.11507517995675,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
211,False,"{'a': 0.7466138651049552, 'e': 0.7466138651049552}",20,0,-49.836079087679266,"{0: 13, 1: 5, 2: 0, 3: 2, 4: 0}",0
212,False,"{'a': 0.74443604093026372, 'e': 0.74443604093026372}",25,0,-88.66056409037867,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
213,False,"{'a': 0.74225210586728019, 'e': 0.74225210586728019}",20,0,-152.31620558258726,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 3}",0
214,False,"{'a': 0.74006211451426707, 'e': 0.74006211451426707}",30,0,-121.27972173537887,"{0: 19, 1: 1, 2: 8, 3: 1, 4: 1}",0
215,False,"{'a': 0.73786612162089438, 'e': 0.73786612162089438}",20,0,-100.56283263866847,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
216,False,"{'a': 0.73566418208687001, 'e': 0.73566418208687001}",20,3,-32.48674290133748,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
217,False,"{'a': 0.7334563509605676, 'e': 0.7334563509605676}",20,0,-31.390016796782263,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",1
218,False,"{'a': 0.73124268343765042, 'e': 0.73124268343765042}",20,0,-152.8484432351543,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
219,False,"{'a': 0.72902323485969123, 'e': 0.72902323485969123}",35,0,-73.40711399980005,"{0: 24, 1: 2, 2: 8, 3: 1, 4: 0}",0
220,False,"{'a': 0.72679806071278863, 'e': 0.72679806071278863}",20,0,-57.87952214587737,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
221,False,"{'a': 0.72456721662618073, 'e': 0.72456721662618073}",20,0,-57.33015212146882,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
222,False,"{'a': 0.72233075837085337, 'e': 0.72233075837085337}",30,0,-50.417072899819445,"{0: 22, 1: 2, 2: 5, 3: 1, 4: 0}",0
223,False,"{'a': 0.72008874185814653, 'e': 0.72008874185814653}",20,0,-30.48446837736423,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
224,False,"{'a': 0.71784122313835608, 'e': 0.71784122313835608}",25,0,-41.52951177287558,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
225,False,"{'a': 0.71558825839933315, 'e': 0.71558825839933315}",35,0,-78.0221760091675,"{0: 26, 1: 3, 2: 4, 3: 1, 4: 1}",0
226,False,"{'a': 0.71332990396507867, 'e': 0.71332990396507867}",20,0,-48.6672022677824,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
227,False,"{'a': 0.71106621629433597, 'e': 0.71106621629433597}",20,0,-136.1645672293124,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
228,False,"{'a': 0.70879725197917898, 'e': 0.70879725197917898}",20,11,-20.731790788740376,"{0: 5, 1: 2, 2: 2, 3: 0, 4: 0}",1
229,False,"{'a': 0.70652306774359741, 'e': 0.70652306774359741}",20,0,-54.70865210752769,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
230,False,"{'a': 0.70424372044207861, 'e': 0.70424372044207861}",25,0,-215.71565787759636,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 5}",0
231,False,"{'a': 0.70195926705818645, 'e': 0.70195926705818645}",20,0,8.591917046784285,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
232,False,"{'a': 0.69966976470313658, 'e': 0.69966976470313658}",25,17,-7.474575954371825,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
233,False,"{'a': 0.69737527061436855, 'e': 0.69737527061436855}",30,0,-75.48623629739687,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
234,False,"{'a': 0.69507584215411511, 'e': 0.69507584215411511}",20,0,-78.8106364969849,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
235,False,"{'a': 0.69277153680796799, 'e': 0.69277153680796799}",30,0,-179.25923298550032,"{0: 19, 1: 2, 2: 4, 3: 2, 4: 3}",0
236,False,"{'a': 0.69046241218344095, 'e': 0.69046241218344095}",25,0,-117.838701144091,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
237,False,"{'a': 0.68814852600852905, 'e': 0.68814852600852905}",30,8,-22.96154920848956,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 0}",1
238,False,"{'a': 0.68582993613026644, 'e': 0.68582993613026644}",20,0,-11.793073650920526,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
239,False,"{'a': 0.68350670051327922, 'e': 0.68350670051327922}",20,0,-4.352283884610008,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
240,False,"{'a': 0.68117887723833681, 'e': 0.68117887723833681}",20,0,-93.67702501034994,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
241,False,"{'a': 0.67884652450089977, 'e': 0.67884652450089977}",35,7,-55.08388444798563,"{0: 24, 1: 0, 2: 1, 3: 2, 4: 1}",1
242,False,"{'a': 0.6765097006096652, 'e': 0.6765097006096652}",25,0,-181.30484552774277,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 4}",0
243,False,"{'a': 0.67416846398510843, 'e': 0.67416846398510843}",25,0,-62.15224450603405,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
244,False,"{'a': 0.67182287315802358, 'e': 0.67182287315802358}",20,0,-41.718056928772526,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
245,False,"{'a': 0.66947298676805866, 'e': 0.66947298676805866}",25,0,-133.05927743440898,"{0: 16, 1: 2, 2: 2, 3: 4, 4: 1}",0
246,False,"{'a': 0.66711886356225136, 'e': 0.66711886356225136}",30,0,-85.74251462897242,"{0: 21, 1: 1, 2: 7, 3: 0, 4: 1}",0
247,False,"{'a': 0.66476056239355896, 'e': 0.66476056239355896}",20,10,-7.288653523281994,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
248,False,"{'a': 0.66239814221938809, 'e': 0.66239814221938809}",25,6,-17.658211989030768,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 0}",1
249,False,"{'a': 0.66003166210011988, 'e': 0.66003166210011988}",20,6,-57.32062687658401,"{0: 9, 1: 0, 2: 3, 3: 2, 4: 0}",1
250,False,"{'a': 0.65766118119763428, 'e': 0.65766118119763428}",25,0,-144.94677149167143,"{0: 15, 1: 3, 2: 3, 3: 2, 4: 2}",0
251,False,"{'a': 0.65528675877383025, 'e': 0.65528675877383025}",20,10,8.690517305187258,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.65290845418914467, 'e': 0.65290845418914467}",20,0,-73.58132301468123,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
253,False,"{'a': 0.65052632690106826, 'e': 0.65052632690106826}",20,0,-23.515309473725463,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
254,False,"{'a': 0.6481404364626594, 'e': 0.6481404364626594}",25,0,-36.68270483673146,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",1
255,False,"{'a': 0.64575084252105441, 'e': 0.64575084252105441}",20,0,-34.410354543142034,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
256,False,"{'a': 0.6433576048159777, 'e': 0.6433576048159777}",20,0,-92.85790800711395,"{0: 11, 1: 2, 2: 4, 3: 3, 4: 0}",0
257,False,"{'a': 0.64096078317824723, 'e': 0.64096078317824723}",25,0,-19.34440815092406,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
258,False,"{'a': 0.63856043752827873, 'e': 0.63856043752827873}",30,0,-105.13987887213362,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
259,False,"{'a': 0.63615662787458893, 'e': 0.63615662787458893}",35,0,-73.54201808509934,"{0: 25, 1: 5, 2: 4, 3: 0, 4: 1}",0
260,False,"{'a': 0.6337494143122937, 'e': 0.6337494143122937}",20,0,-63.58592982939412,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
261,False,"{'a': 0.63133885702160675, 'e': 0.63133885702160675}",30,4,-100.50332643133395,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 2}",1
262,False,"{'a': 0.62892501626633479, 'e': 0.62892501626633479}",25,15,-20.710201703321534,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 0}",1
263,False,"{'a': 0.62650795239237111, 'e': 0.62650795239237111}",30,0,-105.43132465277631,"{0: 18, 1: 3, 2: 7, 3: 2, 4: 0}",0
264,False,"{'a': 0.62408772582618643, 'e': 0.62408772582618643}",20,0,-70.35700168345085,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
265,False,"{'a': 0.62166439707331911, 'e': 0.62166439707331911}",25,16,-6.723366494322453,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
266,False,"{'a': 0.61923802671686157, 'e': 0.61923802671686157}",25,0,-59.40484731078854,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
267,False,"{'a': 0.61680867541594653, 'e': 0.61680867541594653}",25,0,-11.888763486674826,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
268,False,"{'a': 0.61437640390422965, 'e': 0.61437640390422965}",20,12,11.190590350194807,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.61194127298837253, 'e': 0.61194127298837253}",20,14,2.6242419991459807,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.60950334354652069, 'e': 0.60950334354652069}",25,0,-46.199409550720304,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
271,False,"{'a': 0.6070626765267837, 'e': 0.6070626765267837}",30,0,-100.55618192210291,"{0: 22, 1: 3, 2: 1, 3: 3, 4: 1}",0
272,False,"{'a': 0.60461933294570969, 'e': 0.60461933294570969}",25,0,-47.7789179933205,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
273,False,"{'a': 0.60217337388676095, 'e': 0.60217337388676095}",25,0,-115.26541332105636,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
274,False,"{'a': 0.59972486049878637, 'e': 0.59972486049878637}",30,6,27.239643849935455,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.59727385399449362, 'e': 0.59727385399449362}",20,0,-76.49978899140736,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
276,False,"{'a': 0.59482041564891708, 'e': 0.59482041564891708}",25,0,-45.032984912573575,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
277,False,"{'a': 0.59236460679788805, 'e': 0.59236460679788805}",25,18,-0.3142485832728368,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 0.58990648883649965, 'e': 0.58990648883649965}",25,0,-77.96285018055961,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
279,False,"{'a': 0.58744612321757306, 'e': 0.58744612321757306}",20,0,-130.79533122792833,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 3}",0
280,False,"{'a': 0.58498357145012037, 'e': 0.58498357145012037}",20,0,-43.40848164938363,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
281,False,"{'a': 0.58251889509780785, 'e': 0.58251889509780785}",20,5,-22.977018280165343,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 0}",1
282,False,"{'a': 0.58005215577741565, 'e': 0.58005215577741565}",20,12,-8.373607560386867,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
283,False,"{'a': 0.57758341515729827, 'e': 0.57758341515729827}",25,16,-46.32214249429102,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
284,False,"{'a': 0.57511273495584292, 'e': 0.57511273495584292}",25,3,-9.95727738317754,"{0: 20, 1: 0, 2: 0, 3: 2, 4: 0}",1
285,False,"{'a': 0.57264017693992564, 'e': 0.57264017693992564}",35,21,20.301877101678055,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.57016580292336838, 'e': 0.57016580292336838}",25,0,-51.98280449306774,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
287,False,"{'a': 0.56768967476539234, 'e': 0.56768967476539234}",25,0,9.898061091677448,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
288,False,"{'a': 0.56521185436907273, 'e': 0.56521185436907273}",20,0,-14.573296889673605,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
289,False,"{'a': 0.56273240367979027, 'e': 0.56273240367979027}",20,0,-88.3271794176956,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 2}",0
290,False,"{'a': 0.5602513846836833, 'e': 0.5602513846836833}",20,16,6.475362330469229,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.55776885940609722, 'e': 0.55776885940609722}",20,0,-4.2436474513117295,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
292,False,"{'a': 0.55528488991003477, 'e': 0.55528488991003477}",20,0,-15.633030986105547,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
293,False,"{'a': 0.55279953829460393, 'e': 0.55279953829460393}",20,16,4.802293940189946,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.55031286669346591, 'e': 0.55031286669346591}",25,0,-123.43837338487856,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
295,False,"{'a': 0.54782493727328074, 'e': 0.54782493727328074}",25,5,7.329828544266042,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
296,False,"{'a': 0.54533581223215488, 'e': 0.54533581223215488}",20,0,-67.85589572717578,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
297,False,"{'a': 0.54284555379808419, 'e': 0.54284555379808419}",25,0,-37.924379308795444,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
298,False,"{'a': 0.54035422422740031, 'e': 0.54035422422740031}",20,8,-54.13352909425058,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
299,False,"{'a': 0.53786188580321237, 'e': 0.53786188580321237}",20,0,-41.21928502964383,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
300,False,"{'a': 0.5353686008338514, 'e': 0.5353686008338514}",20,2,-15.065576541878624,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
301,False,"{'a': 0.53287443165131165, 'e': 0.53287443165131165}",25,4,-70.10234175335624,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 1}",1
302,False,"{'a': 0.530379440609693, 'e': 0.530379440609693}",20,0,-38.3857301912143,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
303,False,"{'a': 0.52788369008364111, 'e': 0.52788369008364111}",20,12,1.8786779999485346,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
304,False,"{'a': 0.52538724246678958, 'e': 0.52538724246678958}",20,6,-0.37496329036212805,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
305,False,"{'a': 0.52289016017019851, 'e': 0.52289016017019851}",25,0,-59.59851923938812,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
306,False,"{'a': 0.52039250562079553, 'e': 0.52039250562079553}",25,2,-41.1538092453571,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 1}",1
307,False,"{'a': 0.51789434125981404, 'e': 0.51789434125981404}",20,9,-13.160304585378727,"{0: 7, 1: 3, 2: 1, 3: 0, 4: 0}",1
308,False,"{'a': 0.51539572954123303, 'e': 0.51539572954123303}",20,9,-16.045050851641452,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
309,False,"{'a': 0.51289673293021543, 'e': 0.51289673293021543}",20,0,-65.90308485381996,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
310,False,"{'a': 0.51039741390154625, 'e': 0.51039741390154625}",25,0,24.747399808421413,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
311,False,"{'a': 0.50789783493807106, 'e': 0.50789783493807106}",25,5,-72.14370822482475,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",1
312,False,"{'a': 0.50539805852913366, 'e': 0.50539805852913366}",20,8,12.724464372324507,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
313,False,"{'a': 0.50289814716901438, 'e': 0.50289814716901438}",20,0,-99.13081964041902,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
314,False,"{'a': 0.50039816335536658, 'e': 0.50039816335536658}",30,0,-37.45541173185806,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
315,False,"{'a': 0.49789816958765587, 'e': 0.49789816958765587}",25,12,-101.81453276908242,"{0: 6, 1: 4, 2: 1, 3: 0, 4: 2}",1
316,False,"{'a': 0.49539822836559583, 'e': 0.49539822836559583}",20,0,-31.7979492508558,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
317,False,"{'a': 0.49289840218758707, 'e': 0.49289840218758707}",20,12,12.28039860942076,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.49039875354915369, 'e': 0.49039875354915369}",20,0,-38.111681452963744,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
319,False,"{'a': 0.4878993449413816, 'e': 0.4878993449413816}",20,12,2.685536322513453,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
320,False,"{'a': 0.48540023884935557, 'e': 0.48540023884935557}",25,13,-11.247795875857168,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
321,False,"{'a': 0.4829014977505981, 'e': 0.4829014977505981}",20,0,-4.434749408937705,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
322,False,"{'a': 0.48040318411350613, 'e': 0.48040318411350613}",30,15,-15.477454063582146,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
323,False,"{'a': 0.47790536039579079, 'e': 0.47790536039579079}",20,14,-3.1391319880033537,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
324,False,"{'a': 0.47540808904291471, 'e': 0.47540808904291471}",20,0,-110.41699281248246,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
325,False,"{'a': 0.47291143248653184, 'e': 0.47291143248653184}",25,0,-84.42723147702357,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 2}",0
326,False,"{'a': 0.47041545314292582, 'e': 0.47041545314292582}",25,7,-28.959373432819923,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
327,False,"{'a': 0.46792021341145046, 'e': 0.46792021341145046}",30,9,-33.30507104451371,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 1}",1
328,False,"{'a': 0.46542577567296894, 'e': 0.46542577567296894}",25,16,17.853296611754438,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.4629322022882949, 'e': 0.4629322022882949}",30,20,-9.687144020199021,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
330,False,"{'a': 0.46043955559663297, 'e': 0.46043955559663297}",20,0,-26.442709412687137,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
331,False,"{'a': 0.4579478979140208, 'e': 0.4579478979140208}",20,0,-158.27891498646673,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
332,False,"{'a': 0.45545729153177039, 'e': 0.45545729153177039}",20,0,0.16446257179397294,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
333,False,"{'a': 0.45296779871491194, 'e': 0.45296779871491194}",35,1,-57.81666710733176,"{0: 28, 1: 0, 2: 3, 3: 3, 4: 0}",1
334,False,"{'a': 0.45047948170063601, 'e': 0.45047948170063601}",20,0,-9.804116158017493,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
335,False,"{'a': 0.44799240269673823, 'e': 0.44799240269673823}",20,0,-17.156770187141806,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
336,False,"{'a': 0.44550662388006446, 'e': 0.44550662388006446}",20,0,10.985149567610982,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
337,False,"{'a': 0.44302220739495535, 'e': 0.44302220739495535}",30,22,13.212108595228239,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.44053921535169388, 'e': 0.44053921535169388}",20,13,5.301167605086352,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.43805770982495162, 'e': 0.43805770982495162}",20,12,-28.02695680899589,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
340,False,"{'a': 0.43557775285223765, 'e': 0.43557775285223765}",20,3,5.511927315212674,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
341,False,"{'a': 0.43309940643234701, 'e': 0.43309940643234701}",20,0,-34.90097868228313,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
342,False,"{'a': 0.43062273252381122, 'e': 0.43062273252381122}",25,0,-71.31085894941029,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
343,False,"{'a': 0.42814779304334882, 'e': 0.42814779304334882}",25,0,16.931583633377713,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
