trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
344,False,"{'a': 0.42567464986431819, 'e': 0.42567464986431819}",25,0,-16.27486493082497,"{0: 22, 1: 0, 2: 1, 3: 2, 4: 0}",0
345,False,"{'a': 0.42320336481516968, 'e': 0.42320336481516968}",20,6,-23.92360303915761,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
346,False,"{'a': 0.42073399967790115, 'e': 0.42073399967790115}",20,8,-87.16367081266279,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 2}",1
347,False,"{'a': 0.41826661618651206, 'e': 0.41826661618651206}",25,0,-0.5408889716068557,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
348,False,"{'a': 0.41580127602546146, 'e': 0.41580127602546146}",20,0,-22.356878943133125,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
349,False,"{'a': 0.41333804082812486, 'e': 0.41333804082812486}",25,0,-31.607921210173842,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
350,False,"{'a': 0.41087697217525398, 'e': 0.41087697217525398}",25,11,-0.12471757848924914,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
351,False,"{'a': 0.40841813159343676, 'e': 0.40841813159343676}",20,3,17.89064961412196,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
352,False,"{'a': 0.40596158055355996, 'e': 0.40596158055355996}",25,16,6.931786153260494,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.40350738046927137, 'e': 0.40350738046927137}",20,14,9.65377785772306,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.4010555926954455, 'e': 0.4010555926954455}",30,10,22.386872290551416,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
355,False,"{'a': 0.39860627852664876, 'e': 0.39860627852664876}",20,10,-24.481919131394314,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
356,False,"{'a': 0.39615949919560811, 'e': 0.39615949919560811}",30,6,-12.981480921521136,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 0}",1
357,False,"{'a': 0.39371531587167907, 'e': 0.39371531587167907}",20,0,-24.568495794078835,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
358,False,"{'a': 0.39127378965931769, 'e': 0.39127378965931769}",30,7,1.056183183399901,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
359,False,"{'a': 0.388834981596552, 'e': 0.388834981596552}",25,6,24.02849738467491,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
360,False,"{'a': 0.38639895265345647, 'e': 0.38639895265345647}",20,9,4.109031795021091,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
361,False,"{'a': 0.38396576373062796, 'e': 0.38396576373062796}",20,0,-38.755906320430064,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
362,False,"{'a': 0.38153547565766266, 'e': 0.38153547565766266}",20,0,-38.55112626858944,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
363,False,"{'a': 0.37910814919163599, 'e': 0.37910814919163599}",25,5,-95.72811958296836,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",1
364,False,"{'a': 0.376683845015583, 'e': 0.376683845015583}",20,0,-11.495019319829378,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
365,False,"{'a': 0.37426262373698199, 'e': 0.37426262373698199}",25,17,-34.973417682342095,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
366,False,"{'a': 0.37184454588623861, 'e': 0.37184454588623861}",25,7,-31.192888714109987,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
367,False,"{'a': 0.36942967191517351, 'e': 0.36942967191517351}",20,8,11.53190642667921,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.36701806219550981, 'e': 0.36701806219550981}",30,6,-57.40025949600704,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 1}",1
369,False,"{'a': 0.36460977701736519, 'e': 0.36460977701736519}",20,8,-16.837231843136298,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
370,False,"{'a': 0.36220487658774353, 'e': 0.36220487658774353}",25,0,2.766951886449375,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
371,False,"{'a': 0.3598034210290304, 'e': 0.3598034210290304}",20,10,15.216720090653215,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.3574054703774896, 'e': 0.3574054703774896}",20,8,-29.076526666083787,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
373,False,"{'a': 0.35501108458176261, 'e': 0.35501108458176261}",30,14,-3.283403275084961,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
374,False,"{'a': 0.35262032350136951, 'e': 0.35262032350136951}",25,14,-6.347534138774558,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
375,False,"{'a': 0.35023324690521296, 'e': 0.35023324690521296}",30,8,21.12880051430329,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
376,False,"{'a': 0.34784991447008329, 'e': 0.34784991447008329}",20,5,-15.705097541105609,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
377,False,"{'a': 0.34547038577916755, 'e': 0.34547038577916755}",20,2,-17.056449556502155,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
378,False,"{'a': 0.34309472032055877, 'e': 0.34309472032055877}",25,0,1.6966662503645489,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
379,False,"{'a': 0.34072297748576996, 'e': 0.34072297748576996}",20,0,1.8174341766989668,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
380,False,"{'a': 0.33835521656824818, 'e': 0.33835521656824818}",25,10,-5.129105060721097,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
381,False,"{'a': 0.33599149676189344, 'e': 0.33599149676189344}",25,4,2.0889396181858126,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 0}",1
382,False,"{'a': 0.33363187715957732, 'e': 0.33363187715957732}",20,13,5.769872519058971,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.33127641675166736, 'e': 0.33127641675166736}",25,0,4.400323069833018,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
384,False,"{'a': 0.32892517442455094, 'e': 0.32892517442455094}",20,12,2.319774016149517,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
385,False,"{'a': 0.32657820895916362, 'e': 0.32657820895916362}",30,8,-60.35635199658454,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 2}",1
386,False,"{'a': 0.32423557902952005, 'e': 0.32423557902952005}",25,0,30.257019144129266,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
387,False,"{'a': 0.3218973432012463, 'e': 0.3218973432012463}",20,1,-25.31163007903331,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
388,False,"{'a': 0.31956355993011643, 'e': 0.31956355993011643}",25,11,1.6123453173035327,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
389,False,"{'a': 0.31723428756059047, 'e': 0.31723428756059047}",25,7,-11.321643089261878,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
390,False,"{'a': 0.31490958432435656, 'e': 0.31490958432435656}",25,12,13.556568865940372,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
391,False,"{'a': 0.31258950833887433, 'e': 0.31258950833887433}",20,0,-13.871057519799914,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
392,False,"{'a': 0.31027411760592272, 'e': 0.31027411760592272}",35,13,24.107900417001478,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
393,False,"{'a': 0.3079634700101494, 'e': 0.3079634700101494}",25,0,-85.88104047804416,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
394,False,"{'a': 0.30565762331762403, 'e': 0.30565762331762403}",20,6,-28.21595586013039,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
395,False,"{'a': 0.30335663517439354, 'e': 0.30335663517439354}",20,8,-34.81940325667781,"{0: 9, 1: 0, 2: 1, 3: 2, 4: 0}",1
396,False,"{'a': 0.30106056310504203, 'e': 0.30106056310504203}",20,4,19.03919792504097,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
397,False,"{'a': 0.2987694645112513, 'e': 0.2987694645112513}",25,8,5.604508423015771,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
398,False,"{'a': 0.29648339667036727, 'e': 0.29648339667036727}",30,18,7.609405682761729,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
399,False,"{'a': 0.29420241673396641, 'e': 0.29420241673396641}",20,3,-49.18329076336665,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
400,False,"{'a': 0.29192658172642882, 'e': 0.29192658172642882}",20,12,-17.993932942974215,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
401,False,"{'a': 0.28965594854351084, 'e': 0.28965594854351084}",30,4,-70.5554059334047,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 2}",1
402,False,"{'a': 0.28739057395092371, 'e': 0.28739057395092371}",20,3,-83.22006205197029,"{0: 11, 1: 0, 2: 4, 3: 1, 4: 1}",1
403,False,"{'a': 0.28513051458291461, 'e': 0.28513051458291461}",20,0,23.540422741555197,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
404,False,"{'a': 0.28287582694084978, 'e': 0.28287582694084978}",30,19,4.625044341891638,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
405,False,"{'a': 0.28062656739180292, 'e': 0.28062656739180292}",25,2,27.01458340085938,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.27838279216714534, 'e': 0.27838279216714534}",25,13,16.113782035331614,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.2761445573611413, 'e': 0.2761445573611413}",25,0,-0.04098067782875381,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
408,False,"{'a': 0.27391191892954403, 'e': 0.27391191892954403}",25,4,-45.72831509937972,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 1}",1
409,False,"{'a': 0.27168493268819816, 'e': 0.27168493268819816}",25,17,14.783677954962858,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.26946365431164365, 'e': 0.26946365431164365}",20,12,1.7422661380627114,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
411,False,"{'a': 0.26724813933172409, 'e': 0.26724813933172409}",30,8,-51.39354830267416,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 1}",1
412,False,"{'a': 0.2650384431361989, 'e': 0.2650384431361989}",20,10,-35.71291330444635,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
413,False,"{'a': 0.26283462096735777, 'e': 0.26283462096735777}",20,4,0.40226419407545966,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
414,False,"{'a': 0.26063672792064008, 'e': 0.26063672792064008}",20,1,9.519504693595326,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
415,False,"{'a': 0.25844481894325738, 'e': 0.25844481894325738}",25,16,10.802110261805797,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.2562589488328203, 'e': 0.2562589488328203}",25,10,2.227811959271543,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
417,False,"{'a': 0.25407917223596754, 'e': 0.25407917223596754}",20,12,15.300879752143292,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.25190554364700057, 'e': 0.25190554364700057}",25,0,-18.632867856924776,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
419,False,"{'a': 0.24973811740652063, 'e': 0.24973811740652063}",25,2,18.344811475762334,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
420,False,"{'a': 0.24757694770007121, 'e': 0.24757694770007121}",20,15,11.370615454106517,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.24542208855678233, 'e': 0.24542208855678233}",30,15,-19.768018834398696,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
422,False,"{'a': 0.24327359384802028, 'e': 0.24327359384802028}",20,12,-27.706223518880236,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
423,False,"{'a': 0.24113151728604065, 'e': 0.24113151728604065}",30,13,21.084084595126757,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
424,False,"{'a': 0.23899591242264634, 'e': 0.23899591242264634}",30,12,-0.7351553162826572,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
425,False,"{'a': 0.23686683264784747, 'e': 0.23686683264784747}",20,15,9.160100638497603,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.23474433118852761, 'e': 0.23474433118852761}",25,0,11.202051130513961,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
427,False,"{'a': 0.23262846110711249, 'e': 0.23262846110711249}",20,10,11.010842254800394,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.23051927530024424, 'e': 0.23051927530024424}",20,0,-1.3464880206678642,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
429,False,"{'a': 0.22841682649745804, 'e': 0.22841682649745804}",20,13,12.09371576233469,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.22632116725986451, 'e': 0.22632116725986451}",30,15,-15.57508465790825,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
431,False,"{'a': 0.22423234997883518, 'e': 0.22423234997883518}",20,11,-36.54033840102286,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
432,False,"{'a': 0.22215042687469366, 'e': 0.22215042687469366}",20,7,8.494054150957679,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
433,False,"{'a': 0.22007544999540896, 'e': 0.22007544999540896}",20,6,1.7834608039939606,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
434,False,"{'a': 0.21800747121529496, 'e': 0.21800747121529496}",20,8,9.75997067732809,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
435,False,"{'a': 0.21594654223371335, 'e': 0.21594654223371335}",25,0,16.625691922446233,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
436,False,"{'a': 0.21389271457378156, 'e': 0.21389271457378156}",20,15,-2.1180177569418523,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
437,False,"{'a': 0.21184603958108411, 'e': 0.21184603958108411}",25,11,23.55428642554066,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.20980656842238904, 'e': 0.20980656842238904}",20,10,20.091772620802537,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.20777435208436923, 'e': 0.20777435208436923}",25,8,17.653321943932085,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
440,False,"{'a': 0.20574944137232709, 'e': 0.20574944137232709}",20,10,7.930200641478095,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
441,False,"{'a': 0.20373188690892524, 'e': 0.20373188690892524}",30,22,14.549419824101198,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.20172173913292007, 'e': 0.20172173913292007}",20,6,21.615646140368984,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.19971904829790121, 'e': 0.19971904829790121}",20,0,-13.370754236007187,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
444,False,"{'a': 0.19772386447103518, 'e': 0.19772386447103518}",20,7,21.35841076074246,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.19573623753181396, 'e': 0.19573623753181396}",20,9,9.056637445250043,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
446,False,"{'a': 0.19375621717080743, 'e': 0.19375621717080743}",20,0,16.500728379555344,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
447,False,"{'a': 0.19178385288842142, 'e': 0.19178385288842142}",30,3,-13.133092979805493,"{0: 23, 1: 0, 2: 3, 3: 1, 4: 0}",1
448,False,"{'a': 0.1898191939936601, 'e': 0.1898191939936601}",20,9,20.160856201223897,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.18786228960289392, 'e': 0.18786228960289392}",25,20,7.6275007627406906,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.18591318863863043, 'e': 0.18591318863863043}",25,0,-41.67252812214024,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
451,False,"{'a': 0.18397193982829235, 'e': 0.18397193982829235}",30,19,17.946143187875034,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.18203859170299863, 'e': 0.18203859170299863}",20,11,17.509515933900865,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.180113192596352, 'e': 0.180113192596352}",20,11,-3.8762088688254357,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
454,False,"{'a': 0.17819579064322971, 'e': 0.17819579064322971}",20,8,11.331503377704596,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
455,False,"{'a': 0.17628643377858072, 'e': 0.17628643377858072}",25,0,24.601743695320963,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
456,False,"{'a': 0.17438516973622703, 'e': 0.17438516973622703}",25,17,15.802933693716518,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.17249204604767104, 'e': 0.17249204604767104}",20,5,25.987674023423352,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.17060711004090612, 'e': 0.17060711004090612}",20,3,24.948818559509604,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.16873040883923435, 'e': 0.16873040883923435}",20,8,-8.28003673270802,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
460,False,"{'a': 0.16686198936008778, 'e': 0.16686198936008778}",30,13,-7.126257288335082,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
461,False,"{'a': 0.16500189831385648, 'e': 0.16500189831385648}",25,14,19.04530062838226,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.16315018220271954, 'e': 0.16315018220271954}",25,18,6.311570897795818,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.16130688731948328, 'e': 0.16130688731948328}",20,2,-25.35031550763521,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
464,False,"{'a': 0.15947205974642376, 'e': 0.15947205974642376}",20,16,8.148017752505645,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.15764574535413461, 'e': 0.15764574535413461}",25,14,7.223207174455996,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
466,False,"{'a': 0.15582798980038082, 'e': 0.15582798980038082}",20,0,-55.34456144278192,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
467,False,"{'a': 0.15401883852895643, 'e': 0.15401883852895643}",25,16,19.762810520260523,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.15221833676854896, 'e': 0.15221833676854896}",20,2,10.349007803883792,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
469,False,"{'a': 0.15042652953160857, 'e': 0.15042652953160857}",25,0,-33.236440253523874,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
470,False,"{'a': 0.148643461613223, 'e': 0.148643461613223}",25,0,-27.636344456655458,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
471,False,"{'a': 0.1468691775899974, 'e': 0.1468691775899974}",30,13,24.937784022284152,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
472,False,"{'a': 0.14510372181893977, 'e': 0.14510372181893977}",25,17,14.192115494915333,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.14334713843635238, 'e': 0.14334713843635238}",25,14,8.424018035769032,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
474,False,"{'a': 0.14159947135672857, 'e': 0.14159947135672857}",20,6,25.23191794992767,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.13986076427165411, 'e': 0.13986076427165411}",35,21,29.163581574638357,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.13813106064871572, 'e': 0.13813106064871572}",20,6,-7.111555276255888,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
477,False,"{'a': 0.13641040373041358, 'e': 0.13641040373041358}",20,0,-18.84527686750027,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
478,False,"{'a': 0.1346988365330814, 'e': 0.1346988365330814}",20,16,7.979989186116313,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.1329964018458098, 'e': 0.1329964018458098}",30,8,39.26337525311279,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.13130314222937728, 'e': 0.13130314222937728}",25,5,21.75063587710986,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
481,False,"{'a': 0.12961910001518595, 'e': 0.12961910001518595}",20,4,7.896199578633235,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
482,False,"{'a': 0.12794431730420375, 'e': 0.12794431730420375}",35,13,36.38785473529607,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.12627883596591105, 'e': 0.12627883596591105}",20,4,18.607367142557322,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.12462269763725453, 'e': 0.12462269763725453}",20,16,5.4447227178964885,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.12297594372160608, 'e': 0.12297594372160608}",30,20,11.707327431666595,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.12133861538772811, 'e': 0.12133861538772811}",20,11,15.721346264860141,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.1197107535687435, 'e': 0.1197107535687435}",35,9,32.04008140070454,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
488,False,"{'a': 0.11809239896111295, 'e': 0.11809239896111295}",30,11,-15.57916171016247,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
489,False,"{'a': 0.11648359202361735, 'e': 0.11648359202361735}",30,12,19.6773409671155,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
490,False,"{'a': 0.11488437297634629, 'e': 0.11488437297634629}",20,13,14.557969846173123,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.11329478179969282, 'e': 0.11329478179969282}",25,15,4.301813796920346,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
492,False,"{'a': 0.11171485823335348, 'e': 0.11171485823335348}",25,11,22.427588735605838,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.11014464177533512, 'e': 0.11014464177533512}",30,17,6.336669839000887,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
494,False,"{'a': 0.10858417168096735, 'e': 0.10858417168096735}",20,7,-31.434302095899476,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
495,False,"{'a': 0.10703348696192139, 'e': 0.10703348696192139}",20,9,24.251811078652082,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.10549262638523443, 'e': 0.10549262638523443}",20,2,15.149167771317426,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
497,False,"{'a': 0.10396162847234064, 'e': 0.10396162847234064}",30,17,25.33942827074118,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.10244053149810783, 'e': 0.10244053149810783}",25,18,10.446211812337497,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.10092937348988157, 'e': 0.10092937348988157}",25,10,-7.25907795370099,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
500,False,"{'a': 0.099428192226533152, 'e': 0.099428192226533152}",20,16,9.072976979263943,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.097937025237515962, 'e': 0.097937025237515962}",20,8,13.020678502791366,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
502,False,"{'a': 0.09645590980192692, 'e': 0.09645590980192692}",25,18,12.784180840536784,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.094984882947575067, 'e': 0.094984882947575067}",25,13,24.080436549607036,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.093523981450055027, 'e': 0.093523981450055027}",30,16,11.468307569545935,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
505,False,"{'a': 0.092073241831828079, 'e': 0.092073241831828079}",25,6,36.96993698265544,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.090632700361309049, 'e': 0.090632700361309049}",20,9,20.80505895268209,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.089202393051959983, 'e': 0.089202393051959983}",30,7,36.616886013187866,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.087782355661388867, 'e': 0.087782355661388867}",25,9,9.382204527579752,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
509,False,"{'a': 0.086372623690456563, 'e': 0.086372623690456563}",30,12,28.54004332470731,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.084973232382388797, 'e': 0.084973232382388797}",20,9,21.979140318464424,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.083584216721895699, 'e': 0.083584216721895699}",25,19,6.822967424238497,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.082205611434296166, 'e': 0.082205611434296166}",20,7,0.31509735394497995,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
513,False,"{'a': 0.080837450984650727, 'e': 0.080837450984650727}",30,17,23.976465308329388,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.079479769576899284, 'e': 0.079479769576899284}",25,0,35.5091898940763,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
515,False,"{'a': 0.078132601153006243, 'e': 0.078132601153006243}",20,0,34.909341919977926,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
516,False,"{'a': 0.07679597939211219, 'e': 0.07679597939211219}",20,11,16.85776639819012,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
